ST_LEAID,SchoolYear,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,DistrictName,ELA_ME_Grade 03,ELA_ME_Grade 04,ELA_ME_Grade 05,ELA_ME_Grade 06,ELA_ME_Grade 07,ELA_ME_Grade 08,ELA_ME_Grade 09,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_ME_Algebra I,MATH_ME_Geometry,MATH_ME_Grade 03,MATH_ME_Grade 04,MATH_ME_Grade 05,MATH_ME_Grade 06,MATH_ME_Grade 07,MATH_ME_Grade 08,MATH_ME_Algebra II,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_District,TeacherAvgYearsExp_District,TeacherAvgYearsExpInDistrict_District,TeacherInDistrict4YearsOrMore_District,Chronic_Abs_Count,Chronic_Abs_Pct,Abs_0,Abs_1-5,Abs_6-10,Abs_11-15,Abs_over15,Students with Disabilities,Economically Disadvantaged Students,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment
NJ-112570,2021-2022,40.4,<10%,50.4,Lawrence Township School District,30.9,43.5,48.5,46.7,43.9,28.8,NA,0.050627062706270626,21.2,<10%,26.3,21.1,NA,34.5,23.9,20.6,13.3,26.3,*,NA,0.014967105263157894,0.018055555555555554,11:1,121:1,46,13.8,10.8,71.7,76,18.4,2.0,24.0,31.0,21.0,21.0,20.3,39.3,64,36,39,42,56,46,34,58,57,51,0,0,0,0,483
NJ-113050,2021-2022,33.1,13.9,41.3,Maurice River Township School District,21.9,47.2,45.2,15.1,37.1,31.1,NA,0.07905349794238684,20.6,11.3,24.6,23.5,NA,18.8,42.9,28.6,*,20.0,*,NA,0.016983471074380165,0.020862944162436548,10:1,100:1,39,11.6,9.6,69.2,110,30.9,2.0,17.0,27.0,20.0,34.0,24.9,34.2,48,28,38,38,33,34,42,54,35,45,0,0,0,0,395
NJ-113230,2021-2022,16.1,<10%,20.0,Millville School District,15.5,17.1,16.3,13.2,14.4,12.5,18.3,0.0073199829569663396,11.4,<10%,13.7,11.3,*,22.6,19.5,10.4,*,*,*,*,0.0051865332120109185,0.0073691014867485445,11:1,135:1,440,9.0,7.0,59.3,1361,30.6,2.0,19.0,25.0,20.0,34.0,22.4,67.2,565,291,281,324,283,312,299,349,339,362,483,337,373,386,4984
NJ-115070,2021-2022,63.4,*,67.2,Stow Creek Township School District,*,64.3,58.3,78.6,71.4,50.0,NA,NA,45.1,*,46.9,*,NA,*,50.0,50.0,57.1,35.7,*,NA,0.07407407407407407,0.07407407407407407,9:1,62:1,13,11.2,8.6,69.2,13,12.1,3.0,30.0,31.0,21.0,16.0,9.8,21.1,17,14,7,14,8,14,11,14,13,11,0,0,0,0,123
NJ-115300,2021-2022,30.0,14.8,35.6,Upper Deerfield Township School District,16.7,28.6,24.4,43.8,21.6,35.8,NA,0.023216374269005847,21.2,11.9,24.7,66.7,NA,17.1,22.1,*,32.5,22.4,*,NA,0.0072265625,0.008872901678657074,11:1,154:1,86,14.7,12.8,80.2,261,32.5,4.0,20.0,20.0,20.0,37.0,23.1,48.8,129,86,100,82,82,79,87,81,100,99,0,0,0,0,925
NJ-115390,2021-2022,25.9,10.7,30.1,Vineland Public School District,26.1,29.6,35.3,23.2,24.6,22.6,18.2,0.03132724446171784,15.4,<10%,17.6,15.0,18.5,23.4,20.2,17.9,10.0,14.2,*,24.1,0.006773070226349391,0.009735817575083426,13:1,218:1,813,14.9,14.9,87.5,3188,34.9,2.0,18.0,22.0,18.0,40.0,19.4,45.2,1126,640,641,666,712,701,729,801,780,853,771,653,611,550,10234
NJ-130250,2021-2022,40.2,11.4,46.3,Belleville Public School District,34.6,43.0,47.8,51.9,37.8,33.1,34.1,0.06857762359063314,18.7,<10%,20.8,*,33.3,26.4,22.8,19.4,23.5,20.9,N,N,0.012740183792815371,0.017876754118364858,13:1,152:1,369,11.3,11.3,74.5,913,20.9,2.0,23.0,28.0,19.0,27.0,16.2,45.9,438,287,315,279,327,318,360,338,336,364,404,351,321,367,4805
NJ-130410,2021-2022,50.1,17.3,56.0,Bloomfield Township School District,48.0,58.1,53.1,49.9,46.2,52.6,43.6,0.12447242588460314,30.1,13.2,33.1,25.8,56.3,49.6,34.7,29.2,29.4,22.8,12.6,N,0.03233364869126459,0.04487025023169602,11:1,175:1,556,11.4,10.9,76.1,1201,20.1,3.0,22.0,27.0,20.0,28.0,15.5,39.1,183,416,451,398,413,473,398,457,466,506,538,479,469,466,6113
NJ-130660,2021-2022,61.3,24.5,70.6,Caldwell-West School District,60.1,65.3,67.5,54.1,72.5,56.0,56.5,0.11745241581259151,51.9,25.7,58.5,46.5,68.9,62.0,63.2,60.1,38.7,49.7,34.4,N,0.07362909090909091,0.09368205128205129,12:1,144:1,220,11.3,11.3,74.5,242,9.4,4.0,34.0,32.0,16.0,14.0,18.0,6.2,36,185,173,195,207,194,200,183,194,188,216,201,192,226,2590
NJ-130760,2021-2022,62.4,24.1,70.9,Cedar Grove Township School District,72.2,62.1,74.8,53.0,58.7,57.3,56.9,0.14957364341085272,45.9,23.4,50.9,38.5,60.0,67.5,57.3,40.9,32.5,53.2,20.0,*,0.067431906614786,0.0956741573033708,11:1,133:1,150,11.7,10.6,82.7,110,6.9,4.0,26.0,37.0,21.0,12.0,18.6,4.4,36,124,124,140,115,97,120,87,131,134,111,125,116,139,1599
NJ-131210,2021-2022,30.8,13.5,33.6,East Orange School District,30.9,30.9,35.2,25.6,28.2,29.2,29.6,0.03988606693567529,12.8,<10%,13.4,13.9,*,20.9,13.1,12.1,*,11.2,*,N,0.004374266259685372,0.0061566424322538,12:1,142:1,745,15.8,13.5,85.6,2192,27.4,3.0,24.0,22.0,17.0,34.0,13.2,54.0,1161,594,579,569,641,612,595,625,638,635,662,627,571,592,9101
NJ-131390,2021-2022,60.8,28.3,65.4,Essex County Schools of Technology,NA,NA,NA,NA,NA,NA,60.6,0.09,34.0,13.2,36.9,34.1,20.0,NA,NA,NA,NA,NA,NA,N,0,NA,11:1,99:1,186,10.4,10.2,71.0,260,12.4,6.0,35.0,25.0,17.0,17.0,12.2,77.9,0,0,0,0,0,0,0,0,0,0,435,504,580,564,2083
NJ-131400,2021-2022,87.9,60.7,95.2,Essex Fells School District,76.7,100.0,93.5,85.0,NA,NA,NA,0.2515909090909091,81.1,42.9,91.3,NA,NA,76.7,87.1,83.9,77.5,NA,NA,NA,0.16712121212121214,0.16712121212121214,8:1,128:1,32,11.3,11.0,81.3,21,9.1,3.0,17.0,40.0,25.0,15.0,20.3,0.0,28,31,38,28,30,31,31,39,0,0,0,0,0,0,256
NJ-131465,2021-2022,60.3,27.9,64.5,Fairfield Public School District,55.3,56.4,76.7,52.5,NA,NA,NA,0.12670212765957448,44.3,25.6,46.8,NA,NA,53.2,43.6,48.8,33.1,NA,NA,NA,0.05728723404255319,0.05728723404255319,10:1,143:1,73,10.8,10.8,75.3,71,10.5,1.0,27.0,34.0,22.0,16.0,14.1,3.2,40,99,85,101,99,82,89,121,0,0,0,0,0,0,716
NJ-131750,2021-2022,75.5,41.3,83.3,Glen Ridge Public School District,68.1,87.8,79.2,69.1,64.3,81.0,79.0,0.19635675675675676,70.7,36.4,78.6,68.1,93.2,82.4,82.6,78.3,65.2,58.2,44.3,*,0.14650759219088938,0.1656441717791411,12:1,131:1,156,13.4,12.0,84.0,87,4.9,4.0,43.0,34.0,13.0,7.0,16.1,0.2,67,132,135,139,120,133,134,139,140,150,120,146,136,140,1831
NJ-132330,2021-2022,20.9,<10%,23.0,Irvington Public School District,20.1,22.4,23.3,12.9,25.7,18.1,23.3,0.028727810650887572,<10%,<10%,<10%,*,*,14.5,*,*,*,11.7,*,N,0.004362662154540327,0.006045330207112154,14:1,267:1,531,8.0,6.2,48.2,1915,31.1,3.0,26.0,21.0,15.0,34.0,9.4,52.2,1227,543,537,522,516,509,517,503,518,475,497,397,379,342,7482
NJ-132730,2021-2022,80.5,36.4,89.4,Livingston Board of Education School District,74.9,84.4,81.9,78.4,82.1,83.5,81.7,0.3596426461901949,69.3,28.3,77.6,66.0,81.1,75.4,77.1,73.1,68.9,67.5,24.5,100.0,0.2267556468172485,0.25819307988039303,12:1,165:1,508,10.9,9.7,65.9,221,3.6,5.0,42.0,34.0,14.0,5.0,15.8,1.8,85,418,404,434,468,473,471,488,498,520,514,502,502,457,6234
NJ-133190,2021-2022,82.9,41.6,90.0,Millburn Township School District,83.8,84.2,80.0,78.2,84.7,85.4,85.9,0.3139189700870882,79.9,37.6,87.0,81.0,88.2,87.2,84.9,78.7,75.4,80.5,36.5,*,0.2996530920060332,0.3471534001054296,11:1,136:1,422,12.7,11.8,78.4,327,6.9,5.0,40.0,30.0,16.0,10.0,13.3,0.9,61,346,357,357,396,377,382,380,384,400,370,312,331,320,4773
NJ-133310,2021-2022,61.8,26.5,70.2,Montclair Public School District,65.9,69.9,71.6,60.1,61.4,60.6,46.3,0.16327779557834027,45.9,22.7,51.4,24.0,32.2,69.2,59.9,58.4,39.0,39.4,*,71.2,0.07948292371528887,0.10664830119375573,11:1,161:1,565,16.0,12.0,75.8,794,13.1,1.0,24.0,35.0,22.0,18.0,18.5,11.8,62,402,406,470,444,435,431,450,488,491,519,487,477,502,6064
NJ-133570,2021-2022,27.6,<10%,31.9,Newark Public School District,19.0,22.4,24.7,26.9,33.0,31.8,31.4,0.045014760985579653,14.2,<10%,15.7,15.6,33.8,15.1,12.2,11.4,11.4,14.7,11.4,*,0.01138850672028786,0.011985021559875937,14:1,92:1,2891,12.8,9.8,66.9,9751,28.1,4.0,25.0,23.0,16.0,32.0,16.4,73.2,6337,2618,2516,2638,2708,2766,2687,2719,2796,3031,2948,2641,2338,2417,41160
NJ-133630,2021-2022,85.6,60.6,90.9,North Caldwell School District,77.9,88.1,87.3,92.2,NA,NA,NA,0.40545000000000003,68.9,50.7,72.8,NA,NA,81.7,70.2,66.4,57.8,NA,NA,NA,0.136,0.136,10:1,177:1,73,12.7,11.6,83.6,66,9.8,2.0,30.0,34.0,19.0,15.0,15.7,0.0,35,95,76,96,104,82,110,102,0,0,0,0,0,0,700
NJ-133750,2021-2022,64.2,29.5,74.2,Nutley Public School District,58.0,68.8,68.2,72.6,59.1,56.8,64.9,0.1563489037178265,47.2,20.8,54.8,42.3,59.0,67.4,47.2,40.2,49.3,47.3,24.2,94.4,0.056405290505432214,0.06816599732262384,12:1,167:1,336,11.1,10.6,76.8,973,25.1,2.0,18.0,26.0,22.0,32.0,22.3,11.4,132,288,304,308,305,290,324,293,301,311,310,259,268,320,4013
NJ-133880,2021-2022,34.7,13.4,38.9,Orange Board Of Education School District,25.0,31.2,34.5,36.0,39.7,40.8,33.3,0.06226816539542353,18.8,10.9,20.2,19.4,87.0,18.8,17.5,13.6,15.1,22.3,11.1,72.7,0.012364181341326339,0.014491701244813278,11:1,117:1,495,7.4,6.9,54.7,926,18.9,6.0,29.0,25.0,17.0,23.0,12.5,67.3,734,413,417,361,390,386,399,359,430,332,363,372,310,342,5608
NJ-134530,2021-2022,71.8,37.9,82.5,Roseland School District,58.5,73.4,74.7,81.2,NA,NA,NA,0.23299638989169677,70.3,35.8,81.1,NA,NA,75.4,73.8,74.7,58.6,NA,NA,NA,0.18913978494623657,0.18913978494623657,11:1,159:1,45,8.6,8.6,77.8,36,7.9,6.0,32.0,31.0,19.0,13.0,21.2,2.3,19,49,62,61,66,66,78,69,0,0,0,0,0,0,470
NJ-134900,2021-2022,65.6,26.6,73.3,South Orange-Maplewood School District,62.6,71.9,70.8,59.3,63.2,64.2,68.5,0.1744609557109557,47.5,18.6,53.2,42.8,55.8,56.4,55.7,54.8,46.1,23.5,*,56.0,0.06970890914436931,0.09195885509838998,11:1,159:1,602,9.2,9.2,68.8,820,12.6,3.0,31.0,32.0,18.0,16.0,16.3,10.1,283,504,468,538,511,471,493,525,484,512,525,454,451,454,6673
NJ-135370,2021-2022,52.8,16.7,61.3,Verona Public School District,50.6,54.1,38.6,54.5,60.4,51.2,64.3,0.09063223508459484,46.6,17.7,53.4,46.7,69.8,60.1,49.4,50.3,29.2,47.4,14.1,63.2,0.052024866785079935,0.07350062735257215,12:1,134:1,180,12.4,10.8,70.9,176,8.2,4.0,30.0,35.0,19.0,12.0,18.1,1.1,32,153,161,168,159,175,175,145,160,174,160,167,148,170,2147
NJ-135630,2021-2022,73.9,25.0,82.6,West Essex Regional School District,NA,NA,NA,NA,76.1,73.1,73.5,0.27796019900497515,48.5,10.8,55.1,52.6,74.0,NA,NA,NA,NA,50.6,16.7,100.0,0.037990074441687345,0.08,10:1,100:1,164,11.0,10.8,79.9,159,9.8,5.0,28.0,31.0,21.0,16.0,14.5,2.6,0,0,0,0,0,0,0,0,272,276,260,258,258,275,1599
NJ-135680,2021-2022,54.2,17.4,63.5,West Orange Public Schools,51.5,60.1,57.3,47.7,52.5,64.6,45.4,0.1421024890190337,36.4,13.3,42.1,33.5,77.6,53.5,49.7,45.5,33.0,19.9,11.0,23.8,0.05698036951501154,0.08226876090750436,10:1,157:1,638,12.7,12.6,83.1,1229,18.7,3.0,29.0,27.0,18.0,22.0,20.0,36.7,108,449,479,440,488,488,486,450,546,536,553,530,496,546,6595
NJ-150860,2021-2022,31.4,13.1,36.8,Clayton Public School District,25.0,45.9,41.3,25.0,19.6,26.1,35.7,0.029296987087517937,15.1,<10%,17.5,11.1,23.8,18.2,26.5,20.2,*,19.6,*,N,0.006821378340365681,0.009918200408997954,12:1,119:1,121,12.2,12.2,79.3,59,4.4,44.0,24.0,18.0,8.0,6.0,20.6,36.8,103,80,103,93,78,100,107,110,108,114,107,119,103,102,1427
NJ-150870,2021-2022,56.3,17.5,61.4,Clearview Regional High School District,NA,NA,NA,NA,59.1,53.5,55.8,0.1668704379562044,43.3,12.2,47.6,55.1,72.3,NA,NA,NA,NA,41.6,15.1,81.6,0.021374187558031568,0.01,14:1,140:1,165,15.4,13.4,87.9,350,15.5,4.0,27.0,32.0,19.0,18.0,13.1,7.5,0,0,0,0,0,0,0,0,403,406,324,381,352,374,2240
NJ-151100,2021-2022,39.8,15.7,47.6,Deptford Township Public School District,33.1,31.1,33.8,35.7,52.6,53.5,35.1,0.07868767638758231,28.5,12.4,33.9,35.0,52.0,35.2,24.5,24.5,25.1,27.9,18.8,N,0.014136776661884266,0.016165768194070083,12:1,166:1,339,14.0,12.6,84.4,546,14.4,5.0,30.0,30.0,18.0,17.0,23.0,25.1,230,298,284,288,281,294,307,299,312,346,316,243,245,242,3985
NJ-151180,2021-2022,64.8,27.5,73.7,East Greenwich Township School District,43.1,62.9,73.2,77.8,NA,NA,NA,0.12456310679611651,56.6,28.5,63.3,NA,NA,59.8,56.7,48.6,60.4,NA,NA,NA,0.07852981969486825,0.07852981969486825,12:1,167:1,115,10.5,8.5,73.0,40,3.1,3.0,41.0,37.0,13.0,5.0,19.6,6.4,67,185,172,187,177,172,178,199,0,0,0,0,0,0,1337
NJ-151330,2021-2022,45.6,17.2,51.4,Elk Township School District,27.5,29.2,54.3,73.7,NA,NA,NA,0.07930232558139536,35.7,17.2,39.4,NA,NA,46.3,39.6,19.6,39.5,NA,NA,NA,0.05034682080924856,0.05034682080924856,10:1,67:1,32,17.8,16.0,84.4,49,16.2,3.0,29.0,27.0,19.0,21.0,16.2,25.5,28,38,63,32,40,48,46,38,0,0,0,0,0,0,333
NJ-151590,2021-2022,28.7,<10%,33.6,Township of Franklin School District,24.6,36.7,27.2,27.1,NA,NA,NA,0.02482620320855615,30.1,10.1,34.7,NA,NA,33.2,38.3,26.1,20.9,NA,NA,NA,0.04379679144385028,0.04379679144385028,10:1,162:1,124,10.8,8.8,70.2,234,18.9,2.0,20.0,32.0,22.0,24.0,18.2,17.8,50,158,160,172,199,189,185,180,0,0,0,0,0,0,1293
NJ-151715,2021-2022,38.1,<10%,46.6,Gateway Regional High School District,NA,NA,NA,NA,39.3,37.0,35.0,0.07342723004694836,21.0,<10%,26.2,17.3,30.3,NA,NA,NA,NA,26.5,13.6,*,0.014736842105263158,0.02,9:1,59:1,91,14.7,11.8,78.0,89,10.6,4.0,21.0,26.0,27.0,22.0,21.4,26.6,0,0,0,0,0,0,0,0,140,146,139,128,130,147,830
NJ-151730,2021-2022,30.0,11.1,35.5,Glassboro School District,19.2,34.5,36.8,45.2,22.0,22.1,27.0,0.034545454545454546,22.9,<10%,27.0,13.5,65.0,29.2,36.1,25.7,26.9,*,*,*,0.014271300448430493,0.018328125,11:1,107:1,172,14.4,12.1,77.9,253,14.6,16.0,34.0,21.0,11.0,17.0,19.6,37.5,109,141,130,119,135,122,143,138,133,134,118,129,129,136,1816
NJ-151775,2021-2022,62.4,27.3,65.4,Gloucester County Vocational-Technical School District,NA,NA,NA,NA,NA,NA,62.4,0.11,35.5,31.0,35.8,34.2,30.0,NA,NA,NA,NA,NA,NA,90.0,0,NA,14:1,198:1,109,12.4,10.8,78.0,139,9.1,5.0,37.0,30.0,16.0,12.0,8.8,6.1,0,0,0,0,0,0,0,0,0,0,427,389,369,395,1580
NJ-151830,2021-2022,46.2,28.3,50.5,Greenwich Township School District,27.5,29.3,70.6,61.5,36.5,48.1,NA,0.0764259927797834,33.0,26.4,34.5,35.3,NA,39.0,42.9,33.3,37.5,30.2,*,NA,0.028612099644128117,0.03541850220264318,10:1,108:1,43,13.7,12.4,93.0,71,18.2,2.0,24.0,32.0,20.0,21.0,17.0,20.0,35,40,28,42,41,42,51,40,52,55,0,0,0,0,426
NJ-152070,2021-2022,61.9,30.4,66.4,Harrison Township School District,51.8,61.7,63.8,70.2,NA,NA,NA,0.0873233695652174,54.1,30.4,57.5,NA,NA,58.9,50.3,51.4,56.2,NA,NA,NA,0.13555858310626703,0.13555858310626703,12:1,163:1,111,14.4,12.6,78.4,99,7.9,4.0,33.0,36.0,16.0,11.0,14.1,9.3,50,163,172,182,191,194,174,181,0,0,0,0,0,0,1307
NJ-152440,2021-2022,48.2,14.3,55.4,Kingsway Regional School District,NA,NA,NA,NA,47.8,48.7,47.2,0.07600143061516453,38.8,11.0,44.9,42.4,59.5,NA,NA,NA,NA,37.9,*,93.5,0.017725988700564972,0.02,12:1,164:1,225,7.6,7.6,56.9,313,11.0,3.0,33.0,33.0,16.0,15.0,18.3,7.0,0,0,0,0,0,0,0,0,441,486,499,468,453,443,2790
NJ-152750,2021-2022,54.2,17.2,62.7,Logan Township School District,51.6,64.3,46.2,47.1,55.1,60.4,NA,0.1028842504743833,47.5,17.2,54.5,95.8,NA,51.6,60.2,49.5,34.1,41.8,29.9,NA,0.060512333965844406,0.06378440366972478,11:1,124:1,82,11.8,10.0,78.0,78,10.3,4.0,34.0,32.0,18.0,13.0,16.5,18.4,111,91,83,52,64,98,91,86,99,93,0,0,0,0,868
NJ-152990,2021-2022,59.0,30.9,66.9,Mantua Township School District,69.2,55.9,57.9,54.0,NA,NA,NA,0.09969502407704654,46.8,30.1,51.6,NA,NA,66.9,38.0,49.1,36.9,NA,NA,NA,0.08054574638844303,0.08054574638844303,10:1,181:1,133,8.0,7.6,75.2,177,15.8,2.0,24.0,31.0,21.0,21.0,18.6,12.2,144,172,175,148,133,173,159,162,0,0,0,0,0,0,1266
NJ-153280,2021-2022,40.5,15.9,46.6,Monroe Township Public School District,48.2,51.9,28.3,33.9,34.3,57.0,28.4,0.05401143241425689,33.3,14.0,38.1,33.0,57.6,53.9,47.4,20.1,22.8,28.3,24.4,N,0.030044008124576846,0.03970841300191205,12:1,210:1,484,13.3,11.8,80.2,1083,19.6,2.0,25.0,30.0,20.0,24.0,18.9,30.5,167,385,370,358,381,396,431,459,491,436,467,450,430,418,5639
NJ-153490,2021-2022,26.3,<10%,32.1,National Park Boro School District,25.0,32.6,*,33.3,NA,NA,NA,NA,29.7,<10%,37.7,NA,NA,31.3,32.6,22.2,27.3,NA,NA,NA,0.02,0.02,9:1,56:1,31,9.1,7.1,51.6,28,11.9,4.0,34.0,32.0,14.0,16.0,20.0,40.4,43,23,31,36,33,44,36,34,0,0,0,0,0,0,280
NJ-154020,2021-2022,13.8,<10%,18.0,Paulsboro School District,12.5,13.0,16.5,18.0,*,11.3,17.9,NA,<10%,<10%,<10%,*,*,*,*,*,*,*,*,N,0,0,12:1,134:1,105,13.3,11.3,73.3,445,38.0,2.0,15.0,25.0,17.0,41.0,22.9,50.5,67,77,90,94,87,91,85,87,99,67,114,97,81,72,1208
NJ-154140,2021-2022,56.9,26.6,65.3,Pitman Boro School District,68.2,70.0,69.8,31.5,44.6,60.8,48.7,0.09945,35.1,20.9,38.6,34.2,18.8,58.0,56.3,34.4,17.8,26.8,11.6,N,0.03848275862068966,0.051455847255369926,10:1,95:1,119,16.1,13.9,89.9,129,11.7,18.0,25.0,24.0,19.0,15.0,23.3,15.6,47,77,80,87,89,79,97,73,81,104,84,96,65,85,1144
NJ-154880,2021-2022,48.6,32.1,51.7,South Harrison Township School District,46.8,56.4,48.9,40.0,NA,NA,NA,0.04410112359550562,38.3,25.0,40.8,NA,NA,44.7,35.9,36.2,33.3,NA,NA,NA,0.0798876404494382,0.0798876404494382,12:1,66:1,27,11.2,11.1,74.1,7,2.3,10.0,58.0,26.0,4.0,2.0,13.7,8.2,28,40,49,33,48,39,47,45,0,0,0,0,0,0,329
NJ-154940,2021-2022,31.5,<10%,38.4,Delsea Regional High School District,NA,NA,NA,NA,32.6,38.3,24.5,0.07224815724815725,20.4,<10%,24.3,23.3,32.7,NA,NA,NA,NA,23.7,*,*,0.003444857496902107,0.01,13:1,132:1,126,15.8,14.4,81.0,479,29.3,2.0,14.0,26.0,23.0,36.0,17.5,15.4,0,0,0,0,0,0,0,0,279,257,296,263,243,249,1587
NJ-155120,2021-2022,56.8,27.6,65.9,Swedesboro-Woolwich School District,55.1,53.9,61.2,58.5,NA,NA,NA,0.10037946428571429,59.5,38.8,66.0,NA,NA,70.2,55.8,60.3,54.2,NA,NA,NA,0.13818283166109252,0.13818283166109252,11:1,159:1,140,10.8,10.7,76.4,127,8.3,3.0,39.0,32.0,15.0,11.0,24.0,10.1,57,193,219,206,212,209,244,250,0,0,0,0,0,0,1590
NJ-155500,2021-2022,47.9,16.8,54.7,Washington Township School District,42.7,47.7,57.7,59.8,49.9,47.7,27.9,0.08569101418812401,31.2,12.9,35.2,26.1,10.3,52.3,33.8,38.6,30.3,26.1,*,37.5,0.025028947368421053,0.032811583577712605,11:1,170:1,653,13.5,12.3,78.9,963,13.7,3.0,27.0,32.0,20.0,18.0,17.5,13.8,171,504,450,512,509,550,576,568,593,573,519,527,501,593,7146
NJ-155590,2021-2022,63.9,15.8,75.6,Wenonah  Boro School District,77.3,50.0,66.7,64.3,NA,NA,NA,0.09,63.9,10.5,76.9,NA,NA,81.8,75.0,52.4,42.9,NA,NA,NA,0.15151515151515152,0.15151515151515152,9:1,86:1,19,13.8,9.2,63.2,10,6.1,3.0,32.0,39.0,16.0,10.0,24.4,0.6,9,24,16,25,22,28,21,27,0,0,0,0,0,0,172
NJ-155620,2021-2022,44.3,15.5,53.2,West Deptford Township School District,35.4,40.0,41.5,49.8,54.4,44.4,39.2,0.07243902439024391,33.3,16.0,38.5,32.3,38.1,35.9,40.5,35.3,33.6,36.2,11.8,*,0.04025892232330301,0.05151848151848152,12:1,152:1,241,13.3,12.5,80.9,439,16.2,3.0,25.0,32.0,20.0,20.0,21.6,15.8,220,175,197,233,200,190,207,232,207,223,210,183,195,209,2881
NJ-155740,2021-2022,27.7,<10%,34.6,Westville Boro Public School District,17.9,22.9,25.9,38.3,NA,NA,NA,0.04468085106382978,18.0,<10%,22.5,NA,NA,23.1,12.5,*,30.4,NA,NA,NA,0.006256684491978609,0.006256684491978609,11:1,53:1,34,13.9,13.2,87.9,30,9.6,5.0,32.0,29.0,22.0,12.0,21.7,55.7,53,47,32,51,39,48,53,45,0,0,0,0,0,0,368
NJ-155860,2021-2022,24.1,<10%,28.5,Woodbury City Public School District,22.3,17.1,21.3,28.6,26.8,30.3,25.5,0.032602905569007266,14.8,<10%,16.7,*,*,27.9,15.7,17.7,12.9,11.7,*,*,0.02035928143712575,0.027419354838709678,12:1,113:1,145,10.0,9.1,61.4,406,26.2,2.0,24.0,27.0,18.0,30.0,18.8,55.8,142,117,113,127,106,141,121,122,134,117,122,113,107,102,1684
NJ-155870,2021-2022,46.2,13.3,54.8,Woodbury Heights Public School District,35.7,56.7,53.1,46.2,NA,NA,NA,0.05013986013986014,32.4,13.3,37.4,NA,NA,38.1,33.3,37.5,23.1,NA,NA,NA,0.03356643356643357,0.03356643356643357,10:1,251:1,26,13.8,11.9,76.9,27,11.2,2.0,31.0,32.0,22.0,14.0,18.3,13.1,16,31,28,31,41,30,33,41,0,0,0,0,0,0,251
NJ-170220,2021-2022,45.2,<10%,52.6,Bayonne School District,39.9,44.9,39.1,48.8,50.9,51.7,40.2,0.1146926476496585,27.4,<10%,31.5,25.3,25.0,41.5,30.2,18.7,29.0,27.1,16.0,N,0.038530805687203795,0.04830419095198445,13:1,183:1,771,12.1,10.4,76.8,2180,23.8,3.0,25.0,27.0,18.0,26.0,15.9,49.4,845,687,708,698,732,716,710,694,830,752,778,651,544,539,9884
NJ-171200,2021-2022,48.8,15.8,54.8,East Newark School District,37.5,43.8,50.0,37.9,65.0,52.4,NA,0.11322580645161291,20.9,15.8,21.8,N,NA,41.2,26.3,17.4,*,20.0,*,NA,0.015223880597014926,0.018214285714285714,12:1,44:1,19,9.4,9.0,63.2,27,13.9,8.0,29.0,22.0,20.0,21.0,14.1,64.5,29,27,20,10,17,18,24,33,20,22,0,0,0,0,220
NJ-171850,2021-2022,35.6,<10%,38.4,Guttenberg School District,19.1,37.6,41.3,41.9,31.5,43.1,NA,0.05866319444444444,21.1,<10%,22.8,37.8,NA,15.3,27.8,15.5,32.3,21.3,*,NA,0.006308943089430895,0.0077137176938369785,10:1,161:1,93,6.9,5.9,48.9,164,18.2,3.0,32.0,26.0,17.0,21.0,12.0,58.9,49,86,95,118,97,107,109,93,98,115,0,0,0,0,967
NJ-172060,2021-2022,48.5,26.0,53.3,Harrison Public Schools,37.6,42.6,47.1,41.1,60.3,58.5,43.4,0.10417435897435898,24.9,20.1,25.8,16.4,42.1,31.5,28.2,36.3,14.2,20.1,12.3,N,0.0259395656279509,0.03254545454545455,14:1,139:1,174,14.5,12.9,85.1,205,10.0,5.0,40.0,28.0,15.0,12.0,16.5,76.7,318,149,146,136,128,133,148,164,162,155,189,188,182,158,2356
NJ-172210,2021-2022,62.5,16.8,73.2,Hoboken Public School District,78.5,64.1,64.4,48.1,50.8,53.8,64.1,0.2341812865497076,44.4,12.1,52.0,29.3,41.0,69.2,46.8,49.7,37.5,38.8,10.4,*,0.14936211972522082,0.18621231979030145,13:1,110:1,235,10.0,7.8,61.7,222,10.2,3.0,22.0,30.0,23.0,21.0,13.8,23.7,818,282,262,251,193,174,163,131,123,116,168,108,110,81,2980
NJ-172295,2021-2022,84.0,18.2,86.2,Hudson County Schools of Technology School District,NA,NA,NA,77.1,87.0,71.7,85.8,0.2919767441860465,41.6,<10%,42.9,43.9,53.2,NA,NA,NA,50.0,43.5,32.5,22.0,0.031511627906976744,0.12404255319148937,12:1,104:1,217,11.8,11.7,79.3,344,12.5,5.0,34.0,27.0,19.0,15.0,6.6,42.2,0,0,0,0,0,0,0,48,46,60,577,572,649,644,2596
